ref	word	root	lemma	b1_huruf	b2_sarfi	b3_nahwi	b4_dalali	b5_all	wazn	bab	same_lemma_nazair	root_occurrences	has_asl
33:35:7	والْقنتت	قنت	قنتت	1	1	1	1	1	فَاعِلَات		2	13	1
33:35:8	والصدقين	صدق	صادق	1	1	1	1	1	فَاعِلِين		58	155	1
33:35:9	والصدقت	صدق	صدقت	1	1	1	1	1	فَاعِلَات		9	155	1
33:35:10	والصبرين	صبر	صابر	1	1	1	1	1	فَاعِلِين		20	103	1
33:35:11	والصبرت	صبر	صبرت	1	1	1	1	1	فَاعِلَات		0	103	1
33:35:12	والْخشعين	خشع	خاشع	1	1	1	1	1	فَاعِلِين		13	17	1
33:35:13	والْخشعت	خشع	خاشع	1	1	1	1	1	فَاعِلَات		13	17	1
33:35:14	والْمُتصدقين	صدق	متصدقين	1	1	1	1	1	مُتَفَعِّلِين		1	155	1
33:35:15	والْمُتصدقت	صدق	متصدقت	1	1	1	1	1	مُتَفَعِّلَات		0	155	1
33:35:16	والصئمين	صوم	صيمين	1	1	1	1	1	فَعَئِلِين		0	14	1
33:35:17	والصئمت	صوم	صيمت	1	1	1	1	1	فَعَئِلَات		0	14	1
33:35:18	والْحفظين	حفظ	حفظ	1	1	1	1	1	فَاعِلِين		22	44	1
33:35:19	فُرُوجهُمْ	فرج	فرج	1	1	1	1	1	فُعُولَهُمْ		7	9	1
33:35:20	والْحفظت	حفظ	حفظت	1	1	1	1	1	فَاعِلَات		1	44	1
33:35:21	والذكرين	ذكر	ذكرين	1	1	1	1	1	فَاعِلِين		1	292	1
33:35:22	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:35:23	كثيرًا	كثر	كثير	1	1	1	1	1	فَعِيلًا		62	167	1
33:35:24	والذكرت	ذكر	ذكرت	1	1	1	1	1	فَاعِلَات		0	292	1
33:35:25	أعد	عدد	اعد	1	1	1	1	1	أَفَعّ	أَفْعَلَ	19	57	0
33:35:26	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:35:28	مغْفرةً	غفر	مغفرة	1	1	1	1	1	مَفْعِلَة		27	234	0
33:35:29	وأجْرًا	اجر	اجر	1	1	1	1	1	فَعْلًا		104	108	1
33:35:30	عظيمًا	عظم	عظيم	1	1	1	1	1	فَعِيلًا		119	128	1
33:36:2	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:36:3	لمُؤْمنٍ	امن	مومن	1	1	1	1	1	مُفْعِل		201	879	1
33:36:5	مُؤْمنةٍ	امن	مومنة	1	1	1	1	1	مُفْعِلَة		5	879	1
33:36:7	قضى	قضي	قضى	1	1	1	1	1	فَعَل	فَعَلَ	58	63	1
33:36:8	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:36:9	ورسُولُهُ	رسل	رسول	1	1	1	1	1	فَعُولُهُ		331	513	1
33:36:10	أمْرًا	امر	امر	1	1	1	1	1	فَعْلًا		243	248	1
33:36:12	يكُون	كون	كان	1	1	1	1	1	يَفُعل	فَعَلَ	1357	1390	1
33:36:14	الْخيرةُ	خير	خيرة	1	1	1	1	1	فِعَلَة		1	196	1
33:36:16	أمْرهمْ	امر	امر	1	1	1	1	1	فَعْلِهِمْ		243	248	1
33:36:18	يعْص	عصي	عصا	1	1	1	1	1	يَفْع	فَعَلَ	26	32	0
33:36:19	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:36:20	ورسُولهُ	رسل	رسول	1	1	1	1	1	فَعُولَهُ		331	513	1
33:36:22	ضل	ضلل	ضل	1	1	1	1	1	فَعّ	فَعَلَ	52	191	0
33:36:23	ضللًا	ضلل	ضلل	1	1	1	1	1	فَعَالًا		37	191	0
33:36:24	مُبينًا	بين	مبين	1	1	1	1	1	مُفِعلًا		118	523	1
33:37:2	تقُولُ	قول	قال	1	1	1	1	1	تَفُعل	فَعَلَ	1617	1722	1
33:37:4	أنْعم	نعم	انعم	1	1	1	1	1	أَفْعَل	أَفْعَلَ	16	140	1
33:37:5	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:37:7	وأنْعمْت	نعم	انعم	1	1	1	1	1	أَفْعَلْتَ	أَفْعَلَ	16	140	1
33:37:9	أمْسكْ	مسك	امسك	1	1	1	1	1	أَفْعِل	أَفْعَلَ	17	27	1
33:37:11	زوْجك	زوج	زوج	1	1	1	1	1	فَعْلَكَ		75	81	1
33:37:12	واتق	وقي	اتقى	1	1	1	1	1	اتَّق	اِفْتَعَلَ	167	258	0
33:37:13	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:37:14	وتُخْفى	خفي	اخفى	1	1	1	1	1	تُفْعِل	أَفْعَلَ	18	34	1
33:37:16	نفْسك	نفس	نفس	1	1	1	1	1	فَعْلِكَ		294	298	1
33:37:18	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:37:19	مُبْديه	بدو	مبدي	1	1	1	1	1	مُفْعِلهِ		0	31	1
33:37:20	وتخْشى	خشي	خشى	1	1	1	1	1	تَفْعَل	فَعَلَ	39	48	1
33:37:21	الناس	نوس	ناس	1	1	1	1	1	فَعَل		240	241	1
33:37:22	واللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:37:23	أحقُ	حقق	احق	1	1	1	1	1	أَفَعّ		9	287	0
33:37:25	تخْشىهُ	خشي	خشى	1	1	1	1	1	تَفْعَلَهُ	فَعَلَ	39	48	1
33:37:27	قضى	قضي	قضى	1	1	1	1	1	فَعَل	فَعَلَ	58	63	1
33:37:30	وطرًا	وطر	وطر	1	1	1	1	1	فَعَلًا		1	2	0
33:37:31	زوجْنكها	زوج	زوجت	1	1	1	1	1	فَعَّلْنَاكَهَا	فَعَّلَ	4	81	1
33:37:34	يكُون	كون	كان	1	1	1	1	1	يَفُعل	فَعَلَ	1357	1390	1
33:37:36	الْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:37:37	حرج	حرج	حرج	1	1	1	1	1	فَعَل		14	15	1
33:37:39	أزْوج	زوج	زوج	1	1	1	1	1	أَفْعَال		75	81	1
33:37:40	أدْعيائهمْ	دعو	دعاء	1	1	1	1	1	أَفْعِيَالِهِمْ		21	212	1
33:37:42	قضوْا	قضي	قضى	1	1	1	1	1	فَعَوْا	فَعَلَ	58	63	1
33:37:44	وطرًا	وطر	وطر	1	1	1	1	1	فَعَلًا		1	2	0
33:37:45	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:37:46	أمْرُ	امر	امر	1	1	1	1	1	فَعْل		243	248	1
33:37:47	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:37:48	مفْعُولًا	فعل	مفعول	1	1	1	1	1	مَفْعُولًا		6	108	1
33:38:2	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:38:4	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:38:6	حرجٍ	حرج	حرج	1	1	1	1	1	فَعَل		14	15	1
33:38:8	فرض	فرض	فرض	1	1	1	1	1	فَعَل	فَعَلَ	8	18	1
33:38:9	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:38:11	سُنة	سنن	سنة	1	1	1	1	1	فُعَّة		15	21	0
33:38:12	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:38:15	خلوْا	خلو	خلا	1	1	1	1	1	فَعَوْا	فَعَلَ	24	28	1
33:38:17	قبْلُ	قبل	قبل	1	1	1	1	1	فَعْل		248	294	1
33:38:18	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:38:19	أمْرُ	امر	امر	1	1	1	1	1	فَعْل		243	248	1
33:38:20	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:38:21	قدرًا	قدر	قدر	1	1	1	1	1	فَعَلًا		58	132	1
33:38:22	مقْدُورًا	قدر	مقدور	1	1	1	1	1	مَفْعُولًا		0	132	1
33:39:2	يُبلغُون	بلغ	بلغ	1	1	1	1	1	يُفَعِّلُونَ	فَعَّلَ	66	77	1
33:39:3	رسلت	رسل	رسلت	1	1	1	1	1	فِعَالَات		5	513	1
33:39:4	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:39:5	ويخْشوْنهُ	خشي	خشى	1	1	1	1	1	يَفْعَوْنَهُ	فَعَلَ	39	48	1
33:39:7	يخْشوْن	خشي	خشى	1	1	1	1	1	يَفْعَوْنَ	فَعَلَ	39	48	1
33:39:8	أحدًا	احد	احد	1	1	1	1	1	فَعَلًا		73	85	1
33:39:10	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:39:11	وكفى	كفي	كفى	1	1	1	1	1	فَعَل	فَعَلَ	31	33	0
33:39:12	بالله	اله	الله	1	0	1	1	0			2698	2851	1
33:39:13	حسيبًا	حسب	حسيب	1	1	1	1	1	فَعِيلًا		3	109	1
33:40:2	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:40:4	أبا	ابو	اب	1	1	1	1	1	فَعَل		45	117	1
33:40:5	أحدٍ	احد	احد	1	1	1	1	1	فَعَل		73	85	1
33:40:7	رجالكُمْ	رجل	رجال	1	1	1	1	1	فِعَالِكُمْ		27	73	1
33:40:9	رسُول	رسل	رسول	1	1	1	1	1	فَعُول		331	513	1
33:40:10	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:40:11	وخاتم	ختم	خاتم	1	1	1	1	1	فَاعَل		0	8	1
33:40:12	النبين	نبا	نبى	1	0	1	1	0	فَعِيِّين		74	160	0
33:40:13	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:40:14	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:40:15	بكُل	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
33:40:16	شىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
33:40:17	عليمًا	علم	عليم	1	1	1	1	1	فَعِيلًا		162	854	1
33:41:3	ءامنُوا	امن	ءامن	1	1	1	1	1	فعَلُوا	أَفْعَلَ	542	879	1
33:41:4	اذْكُرُوا	ذكر	ذكر	1	1	1	1	1	افْعُلُوا	فَعَلَ	195	292	1
33:41:5	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:41:6	ذكْرًا	ذكر	ذكر	1	1	1	1	1	فِعْلًا		195	292	1
33:41:7	كثيرًا	كثر	كثير	1	1	1	1	1	فَعِيلًا		62	167	1
33:42:1	وسبحُوهُ	سبح	سبح	1	1	1	1	1	فَعِّلُوهُ	فَعَّلَ	43	92	1
33:42:2	بُكْرةً	بكر	بكرة	1	1	1	1	1	فُعْلَة		6	12	1
33:42:3	وأصيلًا	اصل	اصيل	1	1	1	1	1	فَعِيلًا		6	10	0
33:43:3	يُصلى	صلو	صلى	1	1	1	1	1	يُفَعِّل	فَعَّلَ	11	99	0
33:43:5	وملئكتُهُ	ملك	ملك	1	1	1	1	1	فَعَائِلَتُهُ		154	206	1
33:43:6	ليُخْرجكُم	خرج	اخرج	1	1	1	1	1	يُفْعِلَكُمْ	أَفْعَلَ	98	182	1
33:43:8	الظُلُمت	ظلم	ظلمت	1	1	1	1	1	فُعُلَات		22	315	1
33:43:10	النُور	نور	نور	1	1	1	1	1	فُعل		42	194	1
33:43:11	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:43:12	بالْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:43:13	رحيمًا	رحم	رحيم	1	1	1	1	1	فَعِيلًا		115	339	1
33:44:1	تحيتُهُمْ	حيي	تحية	1	1	1	1	1	تَفِعَّتُهُمْ		5	184	0
33:44:2	يوْم	يوم	يوم	1	1	1	1	1	فَعْل		404	405	0
33:44:3	يلْقوْنهُ	لقي	لق	1	1	1	1	1	يَفْعَوْنَهُ	فَعَلَ	13	146	1
33:44:4	سلم	سلم	سلم	1	1	1	1	1	فَعَال		57	140	0
33:44:5	وأعد	عدد	اعد	1	1	1	1	1	أَفَعّ	أَفْعَلَ	19	57	0
33:44:7	أجْرًا	اجر	اجر	1	1	1	1	1	فَعْلًا		104	108	1
33:44:8	كريمًا	كرم	كريم	1	1	1	1	1	فَعِيلًا		29	47	1
33:45:2	النبىُ	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:45:4	أرْسلْنك	رسل	ارسل	1	1	1	1	1	أَفْعَلْنَاكَ	أَفْعَلَ	129	513	1
33:45:5	شهدًا	شهد	شاهد	1	1	1	1	1	فَاعِلًا		20	160	1
33:45:6	ومُبشرًا	بشر	مبشر	1	1	1	1	1	مُفَعِّلًا		8	123	1
33:45:7	ونذيرًا	نذر	نذير	1	1	1	1	1	فَعِيلًا		57	130	1
33:46:1	وداعيًا	دعو	داعى	1	1	1	1	1	فَاعِيًل		3	212	1
33:46:3	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:46:4	بإذْنه	اذن	اذن	1	1	1	1	1	فِعْلِهِ		83	102	1
33:46:5	وسراجًا	سرج	سراج	1	1	1	1	1	فِعَالًا		3	4	1
33:46:6	مُنيرًا	نور	منير	1	1	1	1	1	مُفِعلًا		5	194	1
33:47:1	وبشر	بشر	بشر	1	1	1	1	1	فَعِّل	فَعَّلَ	79	123	1
33:47:2	الْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:47:6	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:47:7	فضْلًا	فضل	فضل	1	1	1	1	1	فَعْلًا		100	104	1
33:47:8	كبيرًا	كبر	كبير	1	1	1	1	1	فَعِيلًا		39	161	1
33:48:2	تُطع	طوع	اطاع	1	1	1	1	1	تُفِل	أَفْعَلَ	71	129	1
33:48:3	الْكفرين	كفر	كفرون	1	1	1	1	1	فَاعِلِين		128	525	1
33:48:4	والْمُنفقين	نفق	منفقون	1	1	1	1	1	مُفَاعِلِين		26	111	1
33:48:5	ودعْ	ودع	دع	1	1	1	1	1	عَل	فَعَلَ	0	4	1
33:48:6	أذىهُمْ	اذي	اذى	1	1	1	1	1	فَعَلَهُمْ		8	24	1
33:48:7	وتوكلْ	وكل	توكل	1	1	1	1	1	تَفَعَّل	تَفَعَّلَ	39	70	1
33:48:9	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:48:10	وكفى	كفي	كفى	1	1	1	1	1	فَعَل	فَعَلَ	31	33	0
33:48:11	بالله	اله	الله	1	0	1	1	0			2698	2851	1
33:48:12	وكيلًا	وكل	وكيل	1	1	1	1	1	فَعِيلًا		23	70	1
33:49:3	ءامنُوا	امن	ءامن	1	1	1	1	1	فعَلُوا	أَفْعَلَ	542	879	1
33:49:5	نكحْتُمُ	نكح	نكح	1	1	1	1	1	فَعَلْتُمُ	فَعَلَ	13	23	1
33:49:6	الْمُؤْمنت	امن	مومنت	1	1	1	1	1	مُفْعِلَات		21	879	1
33:49:8	طلقْتُمُوهُن	طلق	طلق	1	1	1	1	1	فَعَّلْتُمُوهُنَّ	فَعَّلَ	11	23	1
33:49:10	قبْل	قبل	قبل	1	1	1	1	1	فَعْل		248	294	1
33:49:12	تمسُوهُن	مسس	مس	1	1	1	1	1	تَفَعُّوهُنَّ	فَعَلَ	57	61	0
33:49:17	عدةٍ	عدد	عدة	1	1	1	1	1	فِعَّة		11	57	0
33:49:18	تعْتدُونها	عدد	تعتد	1	1	1	0	0	تَفْتَعُّونَهَا	اِفْتَعَلَ	0	57	0
33:49:19	فمتعُوهُن	متع	متع	1	1	1	1	1	فَعِّلُوهُنَّ	فَعَّلَ	52	70	1
33:49:20	وسرحُوهُن	سرح	سرح	1	1	1	1	1	فَعِّلُوهُنَّ	فَعَّلَ	2	7	1
33:49:21	سراحًا	سرح	سراح	1	1	1	1	1	فَعَالًا		1	7	1
33:49:22	جميلًا	جمل	جميل	1	1	1	1	1	فَعِيلًا		6	11	1
33:50:2	النبىُ	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:50:4	أحْللْنا	حلل	احل	1	1	1	1	1	أَفْعَلْنَا	أَفْعَلَ	19	51	0
33:50:6	أزْوجك	زوج	زوج	1	1	1	1	1	أَفْعَالَكَ		75	81	1
33:50:8	ءاتيْت	اتي	اتى	1	1	1	1	1	فعَلْتَ	أَفْعَلَ	534	549	0
33:50:9	أُجُورهُن	اجر	اجر	1	1	1	1	1	فُعُولَهُنَّ		104	108	1
33:50:11	ملكتْ	ملك	ملكت	1	1	1	1	1	فَعَلَت	فَعَلَ	43	206	1
33:50:12	يمينُك	يمن	يمين	1	1	1	1	1	فَعِيلُكَ		64	71	0
33:50:14	أفاء	فيا	افاء	1	1	1	1	1	أَفَعَل	أَفْعَلَ	2	7	0
33:50:15	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:50:17	وبنات	بني	بنات	1	1	1	1	1	فَعَلَت		16	184	1
33:50:18	عمك	عمم	عم	1	1	1	1	1	فَعِّكَ		1	5	0
33:50:19	وبنات	بني	بنات	1	1	1	1	1	فَعَلَت		16	184	1
33:50:20	عمتك	عمم	عمت	1	1	1	1	1	فَعَّاتِكَ		2	5	0
33:50:21	وبنات	بني	بنات	1	1	1	1	1	فَعَلَت		16	184	1
33:50:22	خالك	خول	خال	1	1	1	1	1	فَعَلِكَ		1	8	1
33:50:23	وبنات	بني	بنات	1	1	1	1	1	فَعَلَت		16	184	1
33:50:24	خلتك	خول	خلت	1	1	1	1	1	فَعَلَاتِكَ		2	8	1
33:50:26	هاجرْن	هجر	هاجر	1	1	1	1	1	فَاعَلْنَ	فَاعَلَ	15	31	1
33:50:28	وامْرأةً	مرا	امرات	1	1	1	1	1	افْعَلَة		25	38	0
33:50:29	مُؤْمنةً	امن	مومنة	1	1	1	1	1	مُفْعِلَة		5	879	1
33:50:31	وهبتْ	وهب	وهب	1	1	1	1	1	فَعَلَت	فَعَلَ	21	25	0
33:50:32	نفْسها	نفس	نفس	1	1	1	1	1	فَعْلَهَا		294	298	1
33:50:33	للنبى	نبا	نبى	1	0	1	1	0	فَّعِيّ		74	160	0
33:50:35	أراد	رود	اراد	1	1	1	1	1	أَفَعَل	أَفْعَلَ	138	148	1
33:50:36	النبىُ	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:50:38	يسْتنكحها	نكح	يستنكح	1	1	1	1	1	يَسْتَفْعِلَهَا	اِسْتَفْعَلَ	0	23	1
33:50:39	خالصةً	خلص	خالصة	1	1	1	1	1	فَاعِلَة		4	31	1
33:50:42	دُون	دون	دون	1	1	1	1	1	فُعل		143	144	1
33:50:43	الْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:50:45	علمْنا	علم	علم	1	1	1	1	1	فَعِلْنَا	فَعَلَ	549	854	1
33:50:47	فرضْنا	فرض	فرض	1	1	1	1	1	فَعَلْنَا	فَعَلَ	8	18	1
33:50:50	أزْوجهمْ	زوج	زوج	1	1	1	1	1	أَفْعَالِهِمْ		75	81	1
33:50:52	ملكتْ	ملك	ملكت	1	1	1	1	1	فَعَلَت	فَعَلَ	43	206	1
33:50:53	أيْمنُهُمْ	يمن	يمين	1	1	1	1	1	أَفْعَالُهُمْ		64	71	0
33:50:55	يكُون	كون	كان	1	1	1	1	1	يَفُعل	فَعَلَ	1357	1390	1
33:50:57	حرج	حرج	حرج	1	1	1	1	1	فَعَل		14	15	1
33:50:58	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:50:59	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:50:60	غفُورًا	غفر	غفور	1	1	1	1	1	فَعُولًا		90	234	0
33:50:61	رحيمًا	رحم	رحيم	1	1	1	1	1	فَعِيلًا		115	339	1
33:51:1	تُرْجى	رجو	ترجى	1	1	1	1	1	تُفْعِل	أَفْعَلَ	2	28	0
33:51:3	تشاءُ	شيا	شاء	1	1	1	1	1	تَفَعَل	فَعَلَ	235	519	0
33:51:5	وتُـْوى	اوي	ءاوى	1	1	1	1	1	تُفْعِل	أَفْعَلَ	8	36	0
33:51:8	تشاءُ	شيا	شاء	1	1	1	1	1	تَفَعَل	فَعَلَ	235	519	0
33:51:10	ابْتغيْت	بغي	ابتغى	1	1	1	1	1	افْتَعَلْتَ	اِفْتَعَلَ	33	96	1
33:51:12	عزلْت	عزل	عزل	1	1	1	1	1	فَعَلْتَ	فَعَلَ	0	10	1
33:51:14	جُناح	جنح	جناح	1	1	1	1	1	فُعَال		31	34	1
33:51:17	أدْنى	دنو	ادنى	1	1	1	1	1	أَفْعَل		11	133	0
33:51:19	تقر	قرر	تقر	1	1	1	1	1	تَفَعّ	فَعَلَ	4	38	0
33:51:20	أعْيُنُهُن	عين	عين	1	1	1	1	1	أَفْعُلُهُنَّ		60	65	1
33:51:22	يحْزن	حزن	يحزن	1	1	1	1	1	يَفْعَلَّ	فَعَلَ	36	42	1
33:51:23	ويرْضيْن	رضو	رضى	1	1	1	1	1	يَفْعَلْنَ	فَعَلَ	37	73	0
33:51:25	ءاتيْتهُن	اتي	اتى	1	1	1	1	1	فعَلْتَهُنَّ	أَفْعَلَ	534	549	0
33:51:26	كُلُهُن	كلل	كل	1	1	1	1	1	فُعُّهُنَّ		359	377	0
33:51:27	واللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:51:28	يعْلمُ	علم	علم	1	1	1	1	1	يَفْعَل	فَعَلَ	549	854	1
33:51:31	قُلُوبكُمْ	قلب	قلب	1	1	1	1	1	فُعُولِكُمْ		137	168	1
33:51:32	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:51:33	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:51:34	عليمًا	علم	عليم	1	1	1	1	1	فَعِيلًا		162	854	1
33:51:35	حليمًا	حلم	حليم	1	1	1	1	1	فَعِيلًا		14	21	1
33:52:2	يحلُ	حلل	حلل	1	1	1	1	1	يَفِعّ	فَعَلَ	19	51	0
33:52:4	النساءُ	نسو	نساء	1	1	1	1	1	فِعَال		58	59	0
33:52:6	بعْدُ	بعد	بعد	1	1	1	1	1	فَعْل		206	235	1
33:52:9	تبدل	بدل	يتبدل	1	1	1	1	1	تَفَعَّل	تَفَعَّلَ	2	44	1
33:52:12	أزْوجٍ	زوج	زوج	1	1	1	1	1	أَفْعَال		75	81	1
33:52:14	أعْجبك	عجب	اعجب	1	1	1	1	1	أَفْعَلَكَ	أَفْعَلَ	10	27	1
33:52:15	حُسْنُهُن	حسن	حسن	1	1	1	1	1	فُعْلُهُنَّ		36	194	1
33:52:18	ملكتْ	ملك	ملكت	1	1	1	1	1	فَعَلَت	فَعَلَ	43	206	1
33:52:19	يمينُك	يمن	يمين	1	1	1	1	1	فَعِيلُكَ		64	71	0
33:52:20	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:52:21	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:52:23	كُل	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
33:52:24	شىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
33:52:25	رقيبًا	رقب	رقيب	1	1	1	1	1	فَعِيلًا		4	24	1
33:53:3	ءامنُوا	امن	ءامن	1	1	1	1	1	فعَلُوا	أَفْعَلَ	542	879	1
33:53:5	تدْخُلُوا	دخل	دخل	1	1	1	1	1	تَفْعُلُوا	فَعَلَ	77	126	1
33:53:6	بُيُوت	بيت	بيت	1	1	1	1	1	فُعُول		71	73	1
33:53:7	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:53:10	يُؤْذن	اذن	اذن	1	1	1	1	1	يُفْعَل	فَعَلَ	83	102	1
33:53:13	طعامٍ	طعم	طعام	1	1	1	1	1	فَعَال		23	48	1
33:53:14	غيْر	غير	غير	1	1	1	1	1	فَعْل		146	154	1
33:53:15	نظرين	نظر	نظرين	1	1	1	1	1	فَاعِلِين		4	129	1
33:53:16	إنىهُ	اني	انى	1	1	1	1	1	فِعَلَهُ		28	36	0
33:53:19	دُعيتُمْ	دعو	دعا	1	1	1	1	1	فُعِلتُمْ	فَعَلَ	169	212	1
33:53:20	فادْخُلُوا	دخل	دخل	1	1	1	1	1	افْعُلُوا	فَعَلَ	77	126	1
33:53:22	طعمْتُمْ	طعم	طعم	1	1	1	1	1	فَعِلْتُمْ	فَعَلَ	5	48	1
33:53:23	فانتشرُوا	نشر	تنتشر	1	1	1	1	1	افْتَعِلُوا	اِفْتَعَلَ	2	21	1
33:53:25	مُسْتـْنسين	انس	مستنسين	1	1	1	1	1	مُسْتَفْعِلِين		0	97	1
33:53:26	لحديثٍ	حدث	حديث	1	1	1	1	1	فَعِيل		27	36	1
33:53:29	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:53:30	يُؤْذى	اذي	اوذى	1	1	1	1	1	يُفْعِل	أَفْعَلَ	14	24	1
33:53:31	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:53:32	فيسْتحْى	حيي	يستحىۦ	1	1	1	1	1	يَسْتَفْعِل	اِسْتَفْعَلَ	8	184	0
33:53:34	واللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:53:36	يسْتحْى	حيي	يستحىۦ	1	1	1	1	1	يَسْتَفْعِل	اِسْتَفْعَلَ	8	184	0
33:53:38	الْحق	حقق	حق	1	1	1	1	1	فَعّ		266	287	0
33:53:40	سألْتُمُوهُن	سال	سال	1	1	1	1	1	فَعَلْتُمُوهُنَّ	فَعَلَ	105	129	0
33:53:41	متعًا	متع	متع	1	1	1	1	1	فَعَالًا		52	70	1
33:53:42	فسْـلُوهُن	سال	سال	1	1	1	1	1	افْعَلُوهُنَّ	فَعَلَ	105	129	0
33:53:44	وراء	وري	وراء	1	1	1	1	1	فَعَال		23	32	0
33:53:45	حجابٍ	حجب	حجاب	1	1	1	1	1	فِعَال		6	8	1
33:53:47	أطْهرُ	طهر	اطهر	1	1	1	1	1	أَفْعَل		3	31	1
33:53:48	لقُلُوبكُمْ	قلب	قلب	1	1	1	1	1	فُعُولِكُمْ		137	168	1
33:53:49	وقُلُوبهن	قلب	قلب	1	1	1	1	1	فُعُولِهِنَّ		137	168	1
33:53:51	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:53:54	تُؤْذُوا	اذي	اوذى	1	1	1	1	1	تُفْعُوا	أَفْعَلَ	14	24	1
33:53:55	رسُول	رسل	رسول	1	1	1	1	1	فَعُول		331	513	1
33:53:56	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:53:59	تنكحُوا	نكح	نكح	1	1	1	1	1	تَفْعِلُوا	فَعَلَ	13	23	1
33:53:60	أزْوجهُ	زوج	زوج	1	1	1	1	1	أَفْعَالَهُ		75	81	1
33:53:62	بعْده	بعد	بعد	1	1	1	1	1	فَعْلِهِ		206	235	1
33:53:63	أبدًا	ابد	ابدا	1	1	1	1	1	فَعَلًا		27	28	1
33:53:66	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:53:67	عند	عند	عند	1	1	1	1	1	فِعْل		196	201	1
33:53:68	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:53:69	عظيمًا	عظم	عظيم	1	1	1	1	1	فَعِيلًا		119	128	1
