ref	root	class	hamza	pos	wazn
8:5:6	حقق	مضاعف	-	N	فَعّ
8:60:1	عدد	مضاعف	-	V	أَفِعُّوا
8:60:25	شيا	أجوف	2	N	فَعْء
8:60:29	وفي	لفيف	-	V	يُفَعّ
8:60:4	طوع	أجوف	-	V	اسْتَفَعْتُمْ
8:60:6	قوي	لفيف	-	N	فُعَّة
8:62:12	امن	صحيح سالم	0	N	مُؤْمِنِين
8:62:2	رود	أجوف	-	V	يُفِيدُعا
8:63:19	عزز	مضاعف	-	N	فَعِيل
8:64:2	نبا	صحيح سالم	2	N	فَعِيّ
8:64:8	امن	صحيح سالم	0	N	مُؤْمِنِين
8:65:15	كون	أجوف	-	V	يَفُن
8:65:17	ماي	ناقص	1	N	فِعئَة
8:65:2	نبا	صحيح سالم	2	N	فَعِيّ
8:65:4	امن	صحيح سالم	0	N	مُؤْمِنِين
8:65:8	كون	أجوف	-	V	يَفُن
8:66:10	كون	أجوف	-	V	يَفُن
8:66:12	ماي	ناقص	1	N	فِعئَة
8:66:17	كون	أجوف	-	V	يَفُن
8:66:2	خفف	مضاعف	-	V	فَعَّل
8:67:12	رود	أجوف	-	V	تُفِيدُعنَ
8:67:14	دنو	ناقص	-	ADJ	فُعْيَا
8:67:16	رود	أجوف	-	V	يُفِيد
8:67:19	عزز	مضاعف	-	N	فَعِيل
8:67:2	كون	أجوف	-	V	فَان
8:67:3	نبا	صحيح سالم	2	N	فَعِيّ
8:68:6	مسس	مضاعف	-	V	فَعَّكُمْ
8:69:1	اكل	صحيح سالم	0	V	كُلُوف
8:69:4	حلل	مضاعف	-	N	فَعَالًا
8:69:6	وقي	لفيف	-	V	اتَّقُفا
8:6:3	حقق	مضاعف	-	N	فَعّ
8:6:7	سوق	أجوف	-	V	يُفَاقُعنَ
8:70:15	اتي	ناقص	0	V	يُؤْتِكُمْ
8:70:2	نبا	صحيح سالم	2	N	فَعِيّ
8:70:3	قول	أجوف	-	V	فُل
8:71:2	رود	أجوف	-	V	يُفِيدُعا
8:71:3	خون	أجوف	-	N	فِيَانَتَكَ
8:71:5	خون	أجوف	-	V	فَانُعا
8:72:12	اوي	لفيف	0	V	فعَوْا
8:72:27	شيا	أجوف	2	N	فَعْء
8:72:41	وثق	مثال	-	N	مِيثَاق
8:73:8	كون	أجوف	-	V	تَفُن
8:74:13	امن	صحيح سالم	0	N	مُؤْمِنُون
8:74:14	حقق	مضاعف	-	ADJ	فَعًّا
8:74:9	اوي	لفيف	0	V	فعَوْا
8:75:20	كلل	مضاعف	-	N	فُعّ
8:75:21	شيا	أجوف	2	N	فَعْء
8:7:15	رود	أجوف	-	V	يُفِيد
8:7:18	حقق	مضاعف	-	V	يُفِعّ
8:7:19	حقق	مضاعف	-	N	فَعّ
8:7:2	وعد	مثال	-	V	يَعِدُكُمُ
8:7:5	طوف	أجوف	-	N	فَائِفَتَيْن
8:7:8	ودد	مضاعف	-	V	تَفَعُّونَ
8:8:1	حقق	مضاعف	-	V	يُفِعّ
8:8:2	حقق	مضاعف	-	N	فَعّ
8:9:2	غوث	أجوف	-	V	تَسْتَفِيثُعنَ
8:9:3	ربب	مضاعف	-	N	فَعَّكُمْ
8:9:4	جوب	أجوف	-	V	اسْتَفَاب
8:9:7	مدد	مضاعف	-	N	فُمِعُّكُمْ
90:12:2	دري	ناقص	-	V	أَفْعَاكَ
90:13:1	فكك	مضاعف	-	N	فَعّ
90:17:2	كون	أجوف	-	V	فَان
90:17:6	وصي	لفيف	-	V	تَفَاعَوْا
90:17:8	وصي	لفيف	-	V	تَفَاعَوْا
90:19:3	ايي	لفيف	0	N	فعَاتِنَا
90:20:2	نور	أجوف	-	N	فَار
90:20:3	وصد	مثال	-	ADJ	مُؤْصَدَة
90:2:2	حلل	مضاعف	-	N	فِعّ
90:6:3	مول	أجوف	-	N	فَالًا
90:7:4	راي	ناقص	1	V	يَفَهُ
90:9:2	شفه	صحيح سالم	-	N	فَعَتَيْن
91:10:2	خيب	أجوف	-	V	فَاب
91:10:4	دسو	ناقص	-	V	فَعَّاهَا
91:11:3	طغي	ناقص	-	N	فَعْوَاهَا
91:12:3	شقو	ناقص	-	N	أَفْعَاهَا
91:13:1	قول	أجوف	-	V	فَال
91:13:5	نوق	أجوف	-	N	فَاقَة
91:14:5	ربب	مضاعف	-	N	فَعُّهُمْ
91:14:7	سوي	لفيف	-	V	فَعَّاهَا
91:15:2	خوف	أجوف	-	V	يَفَاف
91:1:2	ضحو	ناقص	-	N	فُعَاهَا
91:2:3	تلو	ناقص	-	V	فَعَاهَا
91:3:3	جلو	ناقص	-	V	فَعَّاهَا
91:4:3	غشو	ناقص	-	V	يَفْعَاهَا
91:5:1	سمو	ناقص	-	N	فَعَاء
91:5:3	بني	ناقص	-	V	فَعَاهَا
91:6:3	طحو	ناقص	-	V	فَعَاهَا
91:7:3	سوي	لفيف	-	V	فَعَّاهَا
91:8:3	وقي	لفيف	-	N	تَقْفَاهَا
91:9:4	زكو	ناقص	-	V	فَعَّاهَا
92:11:4	مول	أجوف	-	N	فَالُهُ
92:14:2	نور	أجوف	-	N	فَارًا
92:15:2	صلي	ناقص	-	V	يَفْعَاهَا
92:15:4	شقو	ناقص	-	N	أَفْعَى
92:17:2	وقي	لفيف	-	N	أَتْقَى
92:18:2	اتي	ناقص	0	V	يُؤْتِي
92:18:3	مول	أجوف	-	N	فَالَهُ
92:18:4	زكو	ناقص	-	V	يَتَفَعَّى
92:1:3	غشو	ناقص	-	V	يَفْعَى
92:20:2	بغي	ناقص	-	N	افْتِعَاء
92:20:4	ربب	مضاعف	-	N	فَعِّهِ
92:20:5	علو	ناقص	-	ADJ	أَفْعَى
92:21:2	رضو	ناقص	-	V	يَفْعَى
92:2:3	جلو	ناقص	-	V	تَفَعَّى
92:4:3	شتت	مضاعف	-	N	فَعَّى
92:5:3	عطو	ناقص	-	V	أَفْعَى
92:5:4	وقي	لفيف	-	V	اتَّقَى
93:11:3	ربب	مضاعف	-	N	فَعِّكَ
93:1:1	ضحو	ناقص	-	N	فُعَى
93:2:3	سجو	ناقص	-	V	فَعَى
93:3:3	ربب	مضاعف	-	N	فَعُّكَ
93:5:2	عطو	ناقص	-	V	يُفْعِيكَ
93:5:3	ربب	مضاعف	-	N	فَعُّكَ
93:5:4	رضو	ناقص	-	V	تَفْعَى
93:6:2	وجد	مثال	-	V	يَجِدْكَ
93:7:2	ضلل	مضاعف	-	N	فَاعًّا
93:8:2	عيل	أجوف	-	N	فَائِلًا
94:8:2	ربب	مضاعف	-	N	فَعِّكَ
95:5:2	ردد	مضاعف	-	V	فَعَلْنَاهُ
95:6:9	منن	مضاعف	-	N	فَمْعُول
96:10:3	صلو	ناقص	-	V	فَعَّى
96:11:3	كون	أجوف	-	V	فَان
96:12:3	وقي	لفيف	-	N	تَقْفَى
96:14:5	راي	ناقص	1	V	يَفَى
96:15:4	نهي	ناقص	-	V	يَفْتَع
96:16:3	خطا	صحيح سالم	2	ADJ	فَاعِئَة
96:17:1	دعو	ناقص	-	V	يَفْع
96:17:2	ندو	ناقص	-	N	فَاعِيَهُ
96:18:1	دعو	ناقص	-	V	نَفْع
96:19:3	طوع	أجوف	-	V	تُفِعْهُ
96:1:2	سمو	ناقص	-	N	افْع
96:1:3	ربب	مضاعف	-	N	فَعِّكَ
96:3:2	ربب	مضاعف	-	N	فَعُّكَ
96:7:2	راي	ناقص	1	V	فَعهُ
96:8:3	ربب	مضاعف	-	N	فَعِّكَ
97:2:2	دري	ناقص	-	V	أَفْعَاكَ
97:4:6	ربب	مضاعف	-	N	فَعِّهِمْ
97:4:8	كلل	مضاعف	-	N	فُعّ
98:1:2	كون	أجوف	-	V	يَفُن
98:1:9	فكك	مضاعف	-	N	مُنْفَعِّين
98:3:3	قوم	أجوف	-	ADJ	فَيِّمَة
98:4:10	جيا	أجوف	2	V	فَاءَتْهُمُ
98:4:4	اتي	ناقص	0	V	فُوعُوا
98:5:10	قوم	أجوف	-	V	يُفِيمُعا
98:5:11	صلو	ناقص	-	N	فَعَاة
98:5:12	اتي	ناقص	0	V	يُؤْتُوف
98:5:13	زكو	ناقص	-	N	فَعَاة
98:5:16	قوم	أجوف	-	N	فَيِّمَة
98:6:15	شرر	مضاعف	-	N	فَعّ
98:6:16	برا	صحيح سالم	2	N	فَعِيَّة
98:6:9	نور	أجوف	-	N	فَار
98:7:9	برا	صحيح سالم	2	N	فَعِيَّة
98:8:1	جزي	ناقص	-	N	فَعَاؤُهُمْ
98:8:13	رضو	ناقص	-	V	فَعِي
98:8:21	ربب	مضاعف	-	N	فَعَّهُ
98:8:3	ربب	مضاعف	-	N	فَعِّهِمْ
98:8:4	جنن	مضاعف	-	N	فَعَّات
99:3:1	قول	أجوف	-	V	فَال
99:5:2	ربب	مضاعف	-	N	فَعَّكَ
99:6:3	نوس	أجوف	-	N	فَاس
99:6:4	شتت	مضاعف	-	N	أَفْعَالًا
99:6:5	راي	ناقص	1	V	يُفَوْع
99:7:4	ذرر	مضاعف	-	N	فَعَّة
99:7:6	راي	ناقص	1	V	يَفَهُ
99:8:4	ذرر	مضاعف	-	N	فَعَّة
99:8:5	شرر	مضاعف	-	N	فَعًّا
99:8:6	راي	ناقص	1	V	يَفَهُ
9:100:14	عدد	مضاعف	-	V	أَفَعّ
9:100:16	جنن	مضاعف	-	N	فَعَّات
9:100:9	رضو	ناقص	-	V	فَعِي
9:101:17	مرر	مضاعف	-	N	فَعَّتَيْن
9:101:19	ردد	مضاعف	-	V	يُفَعُّونَ
9:102:8	سوا	أجوف	2	ADJ	فَيِّئًا
9:103:1	اخذ	صحيح سالم	0	V	خُذ
9:103:11	صلو	ناقص	-	N	فَعَاتَكَ
9:103:6	زكو	ناقص	-	V	تُفَعِّيهِمْ
9:103:8	صلو	ناقص	-	V	فَعّ
9:105:1	قول	أجوف	-	V	فُل
9:105:13	نبا	صحيح سالم	2	V	يُفَعِّئُكُمْ
9:105:15	كون	أجوف	-	V	فُنْتُمْ
9:105:3	راي	ناقص	1	V	يَفَى
9:105:7	امن	صحيح سالم	0	N	مُؤْمِنُون
9:105:8	ردد	مضاعف	-	V	تُفَعُّونَ
9:107:18	رود	أجوف	-	V	أَفَدْنَا
9:107:4	ضرر	مضاعف	-	N	فِعَالًا
9:107:8	امن	صحيح سالم	0	N	مُؤْمِنِين
9:108:12	حقق	مضاعف	-	ADJ	أَفَعّ
9:108:18	حبب	مضاعف	-	V	يُفِعُّونَ
9:108:2	قوم	أجوف	-	V	تَفُم
9:108:22	حبب	مضاعف	-	V	يُفِعّ
9:108:6	اسس	مضاعف	0	V	فُعِّل
9:108:8	وقي	لفيف	-	N	تَقْفَى
9:109:12	اسس	مضاعف	0	V	فَعَّل
9:109:15	شفو	ناقص	-	N	فَعَا
9:109:17	هور	أجوف	-	N	فَار
9:109:18	هور	أجوف	-	V	انْفَار
9:109:2	اسس	مضاعف	0	V	فَعَّل
9:109:21	نور	أجوف	-	N	فَار
9:109:5	وقي	لفيف	-	N	تَقْفَى
9:10:4	امن	صحيح سالم	0	N	مُؤْمِن
9:10:5	الل	مضاعف	0	N	فِعًّا
9:10:7	ذمم	مضاعف	-	N	فِعَّة
9:110:2	زيل	أجوف	-	V	يَفَال
9:110:5	بني	ناقص	-	V	فَعَوْا
9:111:10	جنن	مضاعف	-	PN	فَعَّة
9:111:19	حقق	مضاعف	-	N	فَعًّا
9:111:5	امن	صحيح سالم	0	N	مُؤْمِنِين
9:112:1	توب	أجوف	-	N	فَائِبُعن
9:112:13	حدد	مضاعف	-	N	فُعُول
9:112:16	امن	صحيح سالم	0	N	مُؤْمِنِين
9:112:4	سيح	أجوف	-	N	فَائِحُون
9:112:9	نهي	ناقص	-	N	فَاعُون
9:113:10	كون	أجوف	-	V	فَانُعا
9:113:2	كون	أجوف	-	V	فَان
9:113:3	نبا	صحيح سالم	2	N	فَّعِيّ
9:114:16	اله	صحيح سالم	0	PN	لَّه
9:114:2	كون	أجوف	-	V	فَان
9:114:5	ابو	ناقص	0	N	فَعِيهِ
9:115:13	وقي	لفيف	-	V	يَتَّقُفنَ
9:115:16	كلل	مضاعف	-	N	فُعّ
9:115:17	شيا	أجوف	2	N	فَعْء
9:115:2	كون	أجوف	-	V	فَان
9:115:4	ضلل	مضاعف	-	V	يُفِعّ
9:115:8	هدي	ناقص	-	V	فَعَاهُمْ
9:116:7	حيي	لفيف	-	V	يُفْعِل
9:116:8	موت	أجوف	-	V	يُفِيت
9:117:11	سوع	أجوف	-	N	فَاعَة
9:117:16	كود	أجوف	-	V	فَاد
9:117:2	توب	أجوف	-	V	فَاب
9:117:22	توب	أجوف	-	V	فَاب
9:117:26	راف	صحيح سالم	1	N	فَءُوف
9:117:5	نبا	صحيح سالم	2	N	فَعِيّ
9:118:12	ضيق	أجوف	-	V	فَاقَت
9:118:15	ظنن	مضاعف	-	V	فَعُّوا
9:118:24	توب	أجوف	-	V	فَاب
9:118:7	ضيق	أجوف	-	V	فَاقَت
9:119:4	وقي	لفيف	-	V	اتَّقُفا
9:11:11	ايي	لفيف	0	N	فعَات
9:11:2	توب	أجوف	-	V	فَابُعا
9:11:3	قوم	أجوف	-	V	أَفَامُعا
9:11:4	صلو	ناقص	-	N	فَعَاة
9:11:5	اتي	ناقص	0	V	فعَوُا
9:11:6	زكو	ناقص	-	N	فَعَاة
9:120:2	كون	أجوف	-	V	فَان
9:120:22	صوب	أجوف	-	V	يُفِيبُهُمْ
9:120:32	وطا	مثال	2	V	يَطَئُفنَ
9:120:37	نيل	أجوف	-	V	يَفَالُونَ
9:121:17	كون	أجوف	-	V	فَانُعا
9:122:12	طوف	أجوف	-	N	فَائِفَة
9:122:2	كون	أجوف	-	V	فَان
9:122:3	امن	صحيح سالم	0	N	مُؤْمِنُون
9:122:5	كفف	مضاعف	-	N	فَاعَّة
9:122:9	كلل	مضاعف	-	N	فُعّ
9:123:16	وقي	لفيف	-	N	مُتَّقِين
9:123:6	ولي	لفيف	-	V	يَلُفنَكُمْ
9:123:9	وجد	مثال	-	V	يَجِدُفا
9:124:15	زيد	أجوف	-	V	فَادَتْهُمْ
9:124:9	زيد	أجوف	-	V	فَادَتْهُ
9:125:10	موت	أجوف	-	V	فَاتُعا
9:125:6	زيد	أجوف	-	V	فَادَتْهُمْ
9:126:10	مرر	مضاعف	-	N	فَعَّتَيْن
9:126:2	راي	ناقص	1	V	يَفَوْنَ
9:126:6	كلل	مضاعف	-	N	فُعّ
9:126:7	عوم	أجوف	-	N	فَام
9:126:8	مرر	مضاعف	-	N	فَعَّة
9:127:10	راي	ناقص	1	V	يَفَعكُمْ
9:128:12	امن	صحيح سالم	0	N	مُؤْمِنِين
9:128:13	راف	صحيح سالم	1	ADJ	فَءُوف
9:128:2	جيا	أجوف	2	V	فَاءَكُمْ
9:128:6	عزز	مضاعف	-	ADJ	فَعِيل
9:129:13	ربب	مضاعف	-	N	فَعّ
9:129:2	ولي	لفيف	-	V	تَفَعَّوْا
9:129:3	قول	أجوف	-	V	فُل
9:12:11	امم	مضاعف	0	N	فَئِعَّة
9:12:18	نهي	ناقص	-	V	يَفْتَعُونَ
9:13:10	بدا	صحيح سالم	2	V	فَعَءُوكُمْ
9:13:12	مرر	مضاعف	-	N	فَعَّة
9:13:13	خشي	ناقص	-	V	أَتَفْعَوْنَهُمْ
9:13:15	حقق	مضاعف	-	N	أَفَعّ
9:13:17	خشي	ناقص	-	V	تَفْعَوْهُ
9:13:19	كون	أجوف	-	V	فُنْتُمْ
9:13:20	امن	صحيح سالم	0	N	مُؤْمِنِين
9:13:6	همم	مضاعف	-	V	فَعُّوا
9:14:11	امن	صحيح سالم	0	ADJ	مُؤْمِنِين
9:14:5	خزي	ناقص	-	V	يُفْعِهِمْ
9:14:8	شفي	ناقص	-	V	يَفْع
9:15:8	شيا	أجوف	2	V	يَفَاء
9:16:12	اخذ	صحيح سالم	0	V	يَتَّخِذُوف
9:16:19	امن	صحيح سالم	0	N	مُؤْمِنِين
9:17:16	نور	أجوف	-	N	فَار
9:17:2	كون	أجوف	-	V	فَان
9:18:10	قوم	أجوف	-	V	أَفَام
9:18:11	صلو	ناقص	-	N	فَعَاة
9:18:13	زكو	ناقص	-	N	فَعَاة
9:18:15	خشي	ناقص	-	V	يَفْع
9:19:17	سوي	لفيف	-	V	يَفْتَعُونَ
9:19:3	حجج	مضاعف	-	N	فَاعّ
9:20:16	فوز	أجوف	-	N	فَائِزُعن
9:21:10	قوم	أجوف	-	ADJ	مُفِيم
9:21:2	ربب	مضاعف	-	N	فَعُّهُمْ
9:21:6	جنن	مضاعف	-	N	فَعَّات
9:23:10	حبب	مضاعف	-	V	اسْتَفَعُّوا
9:23:15	ولي	لفيف	-	V	يَتَفَعَّهُمْ
9:23:5	اخذ	صحيح سالم	0	V	تَتَّخِذُوف
9:23:6	ابو	ناقص	0	N	فعَاءَكُمْ
9:24:1	قول	أجوف	-	V	فُل
9:24:12	خشي	ناقص	-	V	تَفْعَوْنَ
9:24:16	حبب	مضاعف	-	N	أَفَعّ
9:24:3	كون	أجوف	-	V	فَان
9:24:4	ابو	ناقص	0	N	فعَاؤُكُمْ
9:24:5	بني	ناقص	-	N	أَفْعَاؤُكُمْ
9:25:13	غني	ناقص	-	V	تُفْع
9:25:16	ضيق	أجوف	-	V	فَاقَت
9:26:12	راي	ناقص	1	V	تَفَوْهَع
9:26:17	جزي	ناقص	-	N	فَعَاء
9:26:8	امن	صحيح سالم	0	N	مُؤْمِنِين
9:27:9	شيا	أجوف	2	V	يَفَاء
9:28:12	عوم	أجوف	-	N	فَامِهِمْ
9:28:15	خوف	أجوف	-	V	فِفْتُمْ
9:28:23	شيا	أجوف	2	V	فَاء
9:29:18	حقق	مضاعف	-	N	فَعّ
9:29:21	اتي	ناقص	0	V	فُوعُوا
9:29:27	يدي	لفيف	-	N	فَع
9:29:4	امن	صحيح سالم	0	V	يُؤْمِنُونَ
9:30:1	قول	أجوف	-	V	فَالَت
9:30:14	ضها	صحيح سالم	2	V	يُفَاعِئُونَ
9:30:23	افك	صحيح سالم	0	V	يُؤْفَكُونَ
9:30:4	بني	ناقص	-	N	افْع
9:30:6	قول	أجوف	-	V	فَالَت
9:30:9	بني	ناقص	-	N	افْع
9:31:4	ربب	مضاعف	-	N	أَفْعَالًا
9:31:9	بني	ناقص	-	N	افْع
9:32:1	رود	أجوف	-	V	يُفِيدُعنَ
9:32:11	تمم	مضاعف	-	V	يُفِعّ
9:33:11	كلل	مضاعف	-	N	فُعِّهِ
9:33:7	حقق	مضاعف	-	N	فَعّ
9:34:11	نوس	أجوف	-	N	فَاس
9:34:13	صدد	مضاعف	-	V	يَفُعُّونَ
9:34:20	فضض	مضاعف	-	N	فِعَّة
9:35:18	كون	أجوف	-	V	فُنْتُمْ
9:35:5	نور	أجوف	-	N	فَار
9:36:2	عدد	مضاعف	-	N	فِعَّة
9:36:21	قوم	أجوف	-	ADJ	فَيِّم
9:36:28	كفف	مضاعف	-	N	فَاعَّة
9:36:31	كفف	مضاعف	-	N	فَاعَّة
9:36:36	وقي	لفيف	-	N	مُتَّقِين
9:36:6	ثني	ناقص	-	N	افْعَا
9:37:10	حلل	مضاعف	-	V	يُفِعُّونَهُ
9:37:11	عوم	أجوف	-	N	فَامًا
9:37:13	عوم	أجوف	-	N	فَامًا
9:37:15	عدد	مضاعف	-	N	فِعَّة
9:37:19	حلل	مضاعف	-	V	يُفِعُّوا
9:37:2	نسا	صحيح سالم	2	N	فَعِيء
9:37:25	سوا	أجوف	2	N	فُعء
9:37:6	ضلل	مضاعف	-	V	يُفَعّ
9:38:16	رضو	ناقص	-	V	أَفَعِيتُمْ
9:38:17	حيي	لفيف	-	N	فَعَاة
9:38:18	دنو	ناقص	-	ADJ	فُعْيَا
9:38:23	حيي	لفيف	-	N	فَعَاة
9:38:24	دنو	ناقص	-	ADJ	فُعْيَا
9:38:28	قلل	مضاعف	-	N	فَعِيل
9:38:7	قول	أجوف	-	V	فِيل
9:39:10	ضرر	مضاعف	-	V	تَفُعُّوهُ
9:39:14	كلل	مضاعف	-	N	فُعّ
9:39:15	شيا	أجوف	2	N	فَعْء
9:3:12	برا	صحيح سالم	2	N	فَعِيء
9:3:17	توب	أجوف	-	V	فُبْتُمْ
9:3:6	نوس	أجوف	-	N	فَاس
9:3:8	حجج	مضاعف	-	N	فَعّ
9:40:15	غور	أجوف	-	N	فَار
9:40:31	راي	ناقص	1	V	تَفَوْهَع
9:40:40	علو	ناقص	-	N	فُعْيَا
9:40:42	عزز	مضاعف	-	ADJ	فَعِيل
9:41:14	كون	أجوف	-	V	فُنْتُمْ
9:41:2	خفف	مضاعف	-	N	فِعَالًا
9:42:11	شقق	مضاعف	-	N	فُعَّة
9:42:15	طوع	أجوف	-	V	اسْتَفَعْنَا
9:42:2	كون	أجوف	-	V	فَان
9:43:1	عفو	ناقص	-	V	فَعَا
9:44:14	وقي	لفيف	-	N	مُتَّقِين
9:44:4	امن	صحيح سالم	0	V	يُؤْمِنُونَ
9:45:14	ردد	مضاعف	-	V	يَتَفَعَّلُونَ
9:45:5	امن	صحيح سالم	0	V	يُؤْمِنُونَ
9:45:9	ريب	أجوف	-	V	افْتَابَت
9:46:12	قول	أجوف	-	V	فِيل
9:46:2	رود	أجوف	-	V	أَفَادُعا
9:46:4	عدد	مضاعف	-	V	أَفَعُّوا
9:46:6	عدد	مضاعف	-	N	فُعَّة
9:47:10	بغي	ناقص	-	V	يَفْعُونَكُمُ
9:47:5	زيد	أجوف	-	V	فَادُوكُمْ
9:47:9	خلل	مضاعف	-	LOC	فِعَالَكُمْ
9:48:10	جيا	أجوف	2	V	فَاء
9:48:11	حقق	مضاعف	-	N	فَعّ
9:48:2	بغي	ناقص	-	V	افْتَعَوُا
9:49:14	حوط	أجوف	-	N	مُفِيطَة
9:4:14	تمم	مضاعف	-	V	أَفِعُّوا
9:4:18	مدد	مضاعف	-	N	فُعَّتِهِمْ
9:4:21	حبب	مضاعف	-	V	يُفِعّ
9:4:22	وقي	لفيف	-	N	مُتَّقِين
9:50:14	ولي	لفيف	-	V	يَتَفَعَّوْا
9:50:2	صوب	أجوف	-	V	تُفِبْكَ
9:50:4	سوا	أجوف	2	V	تَفُؤْهُمْ
9:50:6	صوب	أجوف	-	V	تُفِبْكَ
9:50:7	صوب	أجوف	-	N	مُفِيبَة
9:51:1	قول	أجوف	-	V	فُل
9:51:10	ولي	لفيف	-	N	مَفْعَانَا
9:51:14	امن	صحيح سالم	0	N	مُؤْمِنُون
9:51:3	صوب	أجوف	-	V	يُفِيبَنَا
9:52:1	قول	أجوف	-	V	فُل
9:52:12	صوب	أجوف	-	V	يُفِيبَكُمُ
9:53:1	قول	أجوف	-	V	فُل
9:53:10	كون	أجوف	-	V	فُنْتُمْ
9:54:13	اتي	ناقص	0	V	يَفْعُونَ
9:54:14	صلو	ناقص	-	N	فَعَاة
9:55:12	حيي	لفيف	-	N	فَعَاة
9:55:13	دنو	ناقص	-	ADJ	فُعْيَا
9:55:7	رود	أجوف	-	V	يُفِيد
9:57:2	وجد	مثال	-	V	يَجِدُفنَ
9:57:5	غور	أجوف	-	N	مَفَارَات
9:57:8	ولي	لفيف	-	V	فَعَّوْا
9:59:11	اتي	ناقص	0	V	يُؤْتِينَف
9:59:5	اتي	ناقص	0	V	فعَاهُمُ
9:59:8	قول	أجوف	-	V	فَالُعا
9:5:13	كلل	مضاعف	-	LOC	فُعّ
9:5:16	توب	أجوف	-	V	فَابُعا
9:5:17	قوم	أجوف	-	V	أَفَامُعا
9:5:18	صلو	ناقص	-	N	فَعَاة
9:5:19	اتي	ناقص	0	V	فعَوُا
9:5:20	زكو	ناقص	-	N	فَعَاة
9:5:9	اخذ	صحيح سالم	0	V	خُذُوهُمْ
9:60:15	بني	ناقص	-	N	افْع
9:60:7	الف	صحيح سالم	0	N	مُؤَلَّفَة
9:61:12	امن	صحيح سالم	0	V	يُؤْمِن
9:61:14	امن	صحيح سالم	0	V	يُؤْمِن
9:61:15	امن	صحيح سالم	0	N	مُؤْمِنِين
9:61:21	اذي	ناقص	0	V	يُؤْذُونَ
9:61:3	اذي	ناقص	0	V	يُؤْذُونَ
9:61:4	نبا	صحيح سالم	2	N	فَعِيّ
9:61:8	قول	أجوف	-	V	فُل
9:62:11	كون	أجوف	-	V	فَانُعا
9:62:12	امن	صحيح سالم	0	N	مُؤْمِنِين
9:62:7	حقق	مضاعف	-	N	أَفَعّ
9:63:10	نور	أجوف	-	N	فَار
9:63:5	حدد	مضاعف	-	V	يُفَاعِل
9:64:11	قول	أجوف	-	V	فُل
9:64:7	نبا	صحيح سالم	2	V	تُفَعِّئُهُمْ
9:65:10	ايي	لفيف	0	N	فعَاتِهِ
9:65:12	كون	أجوف	-	V	فُنْتُمْ
9:65:13	هزا	صحيح سالم	2	V	تَسْتَفْعِئُونَ
9:65:5	كون	أجوف	-	V	فُنَّا
9:65:8	قول	أجوف	-	V	فُل
9:66:10	طوف	أجوف	-	N	فَائِفَة
9:66:13	طوف	أجوف	-	N	فَائِفَة
9:66:15	كون	أجوف	-	V	فَانُعا
9:66:8	عفو	ناقص	-	V	نَفْع
9:67:13	نسي	ناقص	-	V	فَعُوا
9:67:8	نهي	ناقص	-	V	يَفْعَوْنَ
9:68:16	قوم	أجوف	-	ADJ	مُفِيم
9:68:6	نور	أجوف	-	N	فَار
9:69:21	خوض	أجوف	-	V	فُضْتُمْ
9:69:23	خوض	أجوف	-	V	فَاضُعا
9:69:28	دنو	ناقص	-	N	فُعْيَا
9:69:4	كون	أجوف	-	V	فَانُعا
9:69:5	شدد	مضاعف	-	N	أَفَعّ
9:69:7	قوي	لفيف	-	N	فُعَّة
9:6:5	جور	أجوف	-	V	اسْتَفَارَكَ
9:6:6	جور	أجوف	-	V	أَفِرْهُ
9:70:15	افك	صحيح سالم	0	N	مُؤْتَفِكَفت
9:70:16	اتي	ناقص	0	V	فَعَتْهُمْ
9:70:2	اتي	ناقص	0	V	يَفْعِهِمْ
9:70:20	كون	أجوف	-	V	فَان
9:70:24	كون	أجوف	-	V	فَانُعا
9:70:9	عود	أجوف	-	PN	فَاد
9:71:1	امن	صحيح سالم	0	N	مُؤْمِنُون
9:71:11	قوم	أجوف	-	V	يُفِيمُعنَ
9:71:12	صلو	ناقص	-	N	فَعَاة
9:71:13	اتي	ناقص	0	V	يُؤْتُونَ
9:71:14	زكو	ناقص	-	N	فَعَاة
9:71:15	طوع	أجوف	-	V	يُفِيعُعنَ
9:71:2	امن	صحيح سالم	0	N	مُؤْمِنَفت
9:71:23	عزز	مضاعف	-	N	فَعِيل
9:71:8	نهي	ناقص	-	V	يَفْعَوْنَ
9:72:15	جنن	مضاعف	-	N	فَعَّات
9:72:3	امن	صحيح سالم	0	N	مُؤْمِنِين
9:72:4	امن	صحيح سالم	0	N	مُؤْمِنَفت
9:72:5	جنن	مضاعف	-	N	فَعَّات
9:73:10	باس	صحيح سالم	1	V	فِئْس
9:73:2	نبا	صحيح سالم	2	N	فَعِيّ
9:73:8	اوي	لفيف	0	N	مَفْعَاهُمْ
9:74:12	همم	مضاعف	-	V	فَعُّوا
9:74:15	نيل	أجوف	-	V	يَفَالُوا
9:74:20	غني	ناقص	-	V	أَفْعَاهُمُ
9:74:27	كون	أجوف	-	V	يَف
9:74:31	ولي	لفيف	-	V	يَتَفَعَّوْا
9:74:37	دنو	ناقص	-	N	فُعْيَا
9:74:4	قول	أجوف	-	V	فَالُعا
9:74:6	قول	أجوف	-	V	فَالُعا
9:75:6	اتي	ناقص	0	V	فعَانَا
9:76:2	اتي	ناقص	0	V	فعَاهُمْ
9:76:7	ولي	لفيف	-	V	تَفَعَّوْا
9:77:14	كون	أجوف	-	V	فَانُعا
