ref	word	relation	relation_ar	reason
74:6:1	وَلَا	root	root	non-nominal-pos:PRO:root
74:9:1	فَذَٰلِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
74:9:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
74:15:3	أَنْ	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
74:16:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
74:19:2	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
74:20:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
74:24:2	إِنْ	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
74:24:3	هَٰذَآ	neg	نفي	no-case:نفي:DEM
74:24:4	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:25:1	إِنْ	root	root	non-nominal-pos:NEG:root
74:25:2	هَٰذَآ	neg	نفي	no-case:نفي:DEM
74:25:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:27:1	وَمَآ	root	root	non-nominal-pos:INTG:root
74:27:3	مَا	Subj	فاعل	non-nominal-pos:INTG:فاعل
74:28:1	لَا	root	root	non-nominal-pos:NEG:root
74:28:3	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
74:30:2	تِسْعَةَ	Pred	خبر	case-conflict:خبر
74:31:1	وَمَا	root	root	non-nominal-pos:NEG:root
74:31:5	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:31:7	وَمَا	root	root	non-nominal-pos:NEG:root
74:31:10	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:31:22	وَلَا	neg	root	non-nominal-pos:NEG:root
74:31:34	مَاذَآ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
74:31:47	وَمَا	root	root	non-nominal-pos:NEG:root
74:31:51	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:31:53	وَمَا	root	root	non-nominal-pos:NEG:root
74:31:54	هِىَ	neg	نفي	no-case:نفي:PRON
74:31:55	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
74:32:1	كَلَّا	root	root	non-nominal-pos:AVR:root
74:33:2	إِذْ	link	متعلق	no-case:متعلق:T
74:34:2	إِذَآ	link	متعلق	no-case:متعلق:T
74:37:4	أَن	root	root	non-nominal-pos:SUB:root
74:39:1	إِلَّآ	root	root	non-nominal-pos:EXP:root
74:42:1	مَا	root	root	non-nominal-pos:INTG:root
74:43:2	لَمْ	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
74:44:1	وَلَمْ	root	root	non-nominal-pos:NEG:root
74:47:1	حَتَّىٰٓ	root	root	non-nominal-pos:INC:root
74:47:3	ٱلْيَقِينُ	Subj	مفعول به	case-conflict:مفعول به
74:48:1	فَمَا	root	root	non-nominal-pos:NEG:root
74:49:1	فَمَا	root	root	non-nominal-pos:INTG:root
74:52:1	بَلْ	root	root	non-nominal-pos:RET:root
74:52:6	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
74:53:1	كَلَّا	root	root	non-nominal-pos:AVR:root
74:53:2	بَل	avr	ردع	non-nominal-pos:RET:ردع
74:53:3	لَّا	ret	اضراب	non-nominal-pos:NEG:اضراب
74:54:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
74:55:1	فَمَن	root	root	non-nominal-pos:COND:root
74:56:1	وَمَا	root	root	non-nominal-pos:NEG:root
74:56:3	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
74:56:4	أَن	root	root	non-nominal-pos:SUB:root
75:1:1	لَآ	root	root	non-nominal-pos:NEG:root
75:2:1	وَلَآ	conj	معطوف	tabi-non-nominal:NEG:معطوف
75:3:3	أَلَّن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
75:4:1	بَلَىٰ	root	root	non-nominal-pos:ANS:root
75:4:4	أَن	gen	مجرور	non-nominal-pos:SUB:مجرور
75:5:1	بَلْ	root	root	non-nominal-pos:RET:root
75:6:2	أَيَّانَ	link	متعلق	non-nominal-pos:INTG:متعلق
75:6:3	يَوْمُ	Obj	مفعول به	case-conflict:مفعول به
75:10:3	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
75:10:4	أَيْنَ	link	متعلق	non-nominal-pos:INTG:متعلق
75:10:5	ٱلْمَفَرُّ	Obj	مفعول به	case-conflict:مفعول به
75:11:1	كَلَّا	root	root	non-nominal-pos:AVR:root
75:11:2	لَا	avr	ردع	non-nominal-pos:NEG:ردع
75:12:3	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
75:13:3	يَوْمَئِذٍۭ	link	متعلق	no-case:متعلق:T
75:14:1	بَلِ	root	root	non-nominal-pos:RET:root
75:15:1	وَلَوْ	root	root	non-nominal-pos:SUB:root
75:16:1	لَا	root	root	non-nominal-pos:PRO:root
75:20:1	كَلَّا	root	root	non-nominal-pos:AVR:root
75:20:2	بَلْ	avr	ردع	non-nominal-pos:RET:ردع
75:22:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
75:24:2	يَوْمَئِذٍۭ	link	متعلق	no-case:متعلق:T
75:25:2	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
75:26:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
75:26:2	إِذَا	avr	ردع	no-case:ردع:T
75:27:2	مَنْ	Pass	نائب فاعل	non-nominal-pos:INTG:نائب فاعل
75:30:3	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
75:31:1	فَلَا	root	root	non-nominal-pos:NEG:root
75:31:3	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
75:32:1	وَلَٰكِن	root	root	non-nominal-pos:AMD:root
75:36:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
75:37:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
75:40:5	أَن	gen	مجرور	non-nominal-pos:SUB:مجرور
76:1:1	هَلْ	root	root	non-nominal-pos:INTG:root
76:1:8	لَمْ	circ	حال	non-nominal-pos:NEG:حال
76:3:4	إِمَّا	exl	تفصيل	non-nominal-pos:EXL:تفصيل
76:3:6	وَإِمَّا	exl	تفصيل	non-nominal-pos:EXL:تفصيل
76:9:5	لَا	root	root	non-nominal-pos:NEG:root
76:9:9	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
76:13:5	لَا	root	root	non-nominal-pos:NEG:root
76:13:9	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
76:20:3	ثَمَّ	link	متعلق	no-case:متعلق:LOC
76:21:11	رَبُّهُمْ	Subj	مفعول به	case-conflict:مفعول به
76:24:4	وَلَا	root	root	non-nominal-pos:PRO:root
76:29:4	فَمَن	root	root	non-nominal-pos:COND:root
76:30:1	وَمَا	root	root	non-nominal-pos:NEG:root
76:30:3	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
76:30:4	أَن	root	root	non-nominal-pos:SUB:root
77:14:1	وَمَآ	root	root	non-nominal-pos:INTG:root
77:14:3	مَا	Subj	فاعل	non-nominal-pos:INTG:فاعل
77:15:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:16:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
77:19:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:20:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
77:24:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:25:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
77:28:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:31:1	لَّا	neg	نفي	non-nominal-pos:NEG:نفي
77:31:3	وَلَا	Adj	صفة	tabi-non-nominal:NEG:صفة
77:34:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:35:3	لَا	Poss	مضاف إليه	non-nominal-pos:NEG:مضاف إليه
77:36:1	وَلَا	root	root	non-nominal-pos:NEG:root
77:37:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:39:1	فَإِن	root	root	non-nominal-pos:COND:root
77:40:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:45:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:47:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
77:48:5	لَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
77:49:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
78:3:2	هُمْ	sub	صلة	no-case:صلة:PRON
78:4:1	كَلَّا	root	root	non-nominal-pos:AVR:root
78:5:2	كَلَّا	conj	معطوف	tabi-non-nominal:AVR:معطوف
78:6:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
78:24:1	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
78:24:5	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
78:25:1	إِلَّا	root	root	non-nominal-pos:EXP:root
78:27:3	لَا	pred <<kan>>	خبر كان	non-nominal-pos:NEG:خبر كان
78:30:2	فَلَن	root	root	non-nominal-pos:NEG:root
78:30:4	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
78:35:1	لَّا	root	root	non-nominal-pos:NEG:root
78:35:5	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
78:37:7	لَا	root	root	non-nominal-pos:NEG:root
78:38:1	يَوْمَ	root	root	case-conflict:root
78:38:6	لَّا	root	root	non-nominal-pos:NEG:root
78:38:8	إِلَّا	root	root	non-nominal-pos:EXP:root
78:39:4	فَمَن	root	root	non-nominal-pos:COND:root
79:8:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
79:11:1	أَءِذَا	intg	استفهام	no-case:استفهام:T
79:12:2	تِلْكَ	ans	جواب	no-case:جواب:DEM
79:12:3	إِذًا	Obj	مفعول به	non-nominal-pos:ANS:مفعول به
79:14:1	فَإِذَا	root	root	non-nominal-pos:SUR:root
79:14:2	هُم	sur	فجاءة	no-case:فجاءة:PRON
79:15:1	هَلْ	root	root	non-nominal-pos:INTG:root
79:16:1	إِذْ	link	متعلق	no-case:متعلق:T
79:18:2	هَل	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
79:18:5	أَن	gen	مجرور	non-nominal-pos:SUB:مجرور
79:27:1	ءَأَنتُمْ	intg	استفهام	no-case:استفهام:PRON
79:35:1	يَوْمَ	root	root	case-conflict:root
79:37:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
79:37:2	مَن	exl	تفصيل	non-nominal-pos:COND:تفصيل
79:40:1	وَأَمَّا	root	root	non-nominal-pos:EXL:root
79:40:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
79:42:4	أَيَّانَ	link	متعلق	no-case:متعلق:T
79:42:5	مُرْسَىٰهَا	Obj	مفعول به	case-conflict:مفعول به
79:46:4	لَمْ	pred <<ka'ana>>	خبر كأن	non-nominal-pos:NEG:خبر كأن
79:46:6	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
80:2:1	أَن	root	root	non-nominal-pos:SUB:root
80:3:1	وَمَا	root	root	non-nominal-pos:INTG:root
80:5:1	أَمَّا	root	root	non-nominal-pos:EXL:root
80:5:2	مَنِ	exl	تفصيل	non-nominal-pos:COND:تفصيل
80:6:1	فَأَنتَ	rslt	جواب الشرط	no-case:جواب الشرط:PRON
80:7:1	وَمَا	root	root	non-nominal-pos:NEG:root
80:7:3	أَلَّا	root	root	non-nominal-pos:SUB:root
80:8:1	وَأَمَّا	root	root	non-nominal-pos:EXL:root
80:8:2	مَن	exl	تفصيل	non-nominal-pos:COND:تفصيل
80:10:1	فَأَنتَ	rslt	جواب الشرط	no-case:جواب الشرط:PRON
80:11:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
80:12:1	فَمَن	root	root	non-nominal-pos:COND:root
80:17:3	مَآ	root	root	non-nominal-pos:INTG:root
80:18:2	أَىِّ	gen	مجرور	case-conflict:مجرور
80:23:1	كَلَّا	root	root	non-nominal-pos:AVR:root
80:23:2	لَمَّا	avr	ردع	non-nominal-pos:NEG:ردع
80:34:1	يَوْمَ	root	root	case-conflict:root
80:37:4	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
80:38:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
80:40:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
81:15:1	فَلَآ	root	root	non-nominal-pos:NEG:root
81:17:2	إِذَا	link	متعلق	no-case:متعلق:T
81:18:2	إِذَا	link	متعلق	no-case:متعلق:T
81:21:2	ثَمَّ	-	-	absent-from-treebank:LOC
81:22:1	وَمَا	root	root	non-nominal-pos:NEG:root
81:23:1	وَلَقَدْ	root	root	non-nominal-pos:CERT:root
81:24:1	وَمَا	root	root	non-nominal-pos:NEG:root
81:25:1	وَمَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
81:26:1	فَأَيْنَ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
81:27:1	إِنْ	root	root	non-nominal-pos:NEG:root
81:27:2	هُوَ	neg	نفي	no-case:نفي:PRON
81:27:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
81:28:4	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
81:29:1	وَمَا	root	root	non-nominal-pos:NEG:root
81:29:3	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
81:29:4	أَن	root	root	non-nominal-pos:SUB:root
82:9:1	كَلَّا	root	root	non-nominal-pos:AVR:root
82:9:2	بَلْ	avr	ردع	non-nominal-pos:RET:ردع
82:14:1	وَإِنَّ	conj	معطوف	tabi-non-nominal:ACC:معطوف
82:16:1	وَمَا	root	root	non-nominal-pos:NEG:root
82:17:1	وَمَآ	root	root	non-nominal-pos:INTG:root
82:17:3	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
82:18:2	مَآ	root	root	non-nominal-pos:INTG:root
82:18:4	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
82:19:2	لَا	Poss	مضاف إليه	non-nominal-pos:NEG:مضاف إليه
82:19:8	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
83:2:2	إِذَا	sub	صلة	no-case:صلة:T
83:4:1	أَلَا	intg	استفهام	non-nominal-pos:NEG:استفهام
83:6:1	يَوْمَ	root	root	case-conflict:root
83:7:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
83:8:1	وَمَآ	root	root	non-nominal-pos:INTG:root
83:8:3	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
83:10:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
83:12:1	وَمَا	root	root	non-nominal-pos:NEG:root
83:12:4	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
83:14:1	كَلَّا	root	root	non-nominal-pos:AVR:root
83:14:2	بَلْ	avr	ردع	non-nominal-pos:RET:ردع
83:15:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
83:15:5	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
83:18:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
83:19:1	وَمَآ	root	root	non-nominal-pos:INTG:root
83:19:3	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
83:23:1	عَلَى	pred<<in>>	خبر إن	prep-in-nominal-slot:خبر إن
83:33:1	وَمَآ	root	root	non-nominal-pos:NEG:root
83:36:1	هَلْ	root	root	non-nominal-pos:INTG:root
84:7:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
84:7:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
84:8:1	فَسَوْفَ	fut	استقبال	non-nominal-pos:FUT:استقبال
84:10:1	وَأَمَّا	root	root	non-nominal-pos:EXL:root
84:10:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
84:11:1	فَسَوْفَ	fut	استقبال	non-nominal-pos:FUT:استقبال
84:14:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
84:14:4	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
84:15:1	بَلَىٰٓ	root	root	non-nominal-pos:ANS:root
84:16:1	فَلَآ	root	root	non-nominal-pos:NEG:root
84:18:2	إِذَا	link	متعلق	no-case:متعلق:T
84:19:3	عَن	Adj	صفة	tabi-non-nominal:P:صفة
84:20:1	فَمَا	root	root	non-nominal-pos:INTG:root
84:20:3	لَا	circ	حال	non-nominal-pos:NEG:حال
84:21:5	لَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
84:22:1	بَلِ	root	root	non-nominal-pos:RET:root
84:22:2	ٱلَّذِينَ	ret	اضراب	no-case:اضراب:REL
84:25:1	إِلَّا	root	root	non-nominal-pos:EXP:root
85:6:1	إِذْ	link	متعلق	no-case:متعلق:T
85:6:2	هُمْ	cond	شرط	no-case:شرط:PRON
85:8:1	وَمَا	root	root	non-nominal-pos:NEG:root
85:8:4	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
85:8:5	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
85:10:7	لَمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
85:17:1	هَلْ	root	root	non-nominal-pos:INTG:root
85:19:1	بَلِ	root	root	non-nominal-pos:RET:root
85:19:2	ٱلَّذِينَ	ret	اضراب	no-case:اضراب:REL
86:2:1	وَمَآ	root	root	non-nominal-pos:INTG:root
86:2:3	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
86:4:1	إِن	root	root	non-nominal-pos:NEG:root
86:4:4	لَّمَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
86:9:1	يَوْمَ	root	root	case-conflict:root
86:10:1	فَمَا	root	root	non-nominal-pos:NEG:root
86:10:5	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
86:14:1	وَمَا	root	root	non-nominal-pos:NEG:root
87:6:2	فَلَا	root	root	non-nominal-pos:NEG:root
87:7:1	إِلَّا	root	root	non-nominal-pos:EXP:root
87:9:2	إِن	root	root	non-nominal-pos:COND:root
87:13:2	لَا	root	root	non-nominal-pos:NEG:root
87:13:5	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
87:14:1	قَدْ	root	root	non-nominal-pos:CERT:root
87:16:1	بَلْ	root	root	non-nominal-pos:RET:root
88:1:1	هَلْ	root	root	non-nominal-pos:INTG:root
88:2:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
88:6:4	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
88:7:1	لَّا	root	root	non-nominal-pos:NEG:root
88:7:3	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
88:8:2	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
88:11:1	لَّا	root	root	non-nominal-pos:NEG:root
88:17:1	أَفَلَا	intg	استفهام	non-nominal-pos:NEG:استفهام
88:17:5	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
88:18:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
88:19:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
88:20:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
88:23:1	إِلَّا	root	root	non-nominal-pos:EXP:root
89:4:2	إِذَا	link	متعلق	no-case:متعلق:T
89:5:1	هَلْ	root	root	non-nominal-pos:INTG:root
89:6:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
89:6:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
89:8:2	لَمْ	sub	صلة	non-nominal-pos:NEG:صلة
89:15:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
89:15:4	مَا	sup	زائد	non-nominal-pos:SUP:زائد
89:15:10	رَبِّىٓ	Obj	مفعول به	case-conflict:مفعول به
89:16:1	وَأَمَّآ	root	root	non-nominal-pos:EXL:root
89:16:2	إِذَا	exl	تفصيل	no-case:تفصيل:T
89:16:3	مَا	sup	زائد	non-nominal-pos:SUP:زائد
89:16:9	رَبِّىٓ	Obj	مفعول به	case-conflict:مفعول به
89:17:1	كَلَّا	root	root	non-nominal-pos:AVR:root
89:17:2	بَل	avr	ردع	non-nominal-pos:RET:ردع
89:17:3	لَّا	ret	اضراب	non-nominal-pos:NEG:اضراب
89:18:1	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
89:21:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
89:21:2	إِذَا	avr	ردع	no-case:ردع:T
89:23:2	يَوْمَئِذٍۭ	link	متعلق	no-case:متعلق:T
89:23:4	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
89:23:7	وَأَنَّىٰ	link	متعلق	non-nominal-pos:INTG:متعلق
89:25:1	فَيَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
89:25:2	لَّا	root	root	non-nominal-pos:NEG:root
89:26:1	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
90:1:1	لَآ	root	root	non-nominal-pos:NEG:root
90:4:1	لَقَدْ	root	root	non-nominal-pos:CERT:root
90:5:2	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
90:5:3	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
90:7:2	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
90:7:3	لَّمْ	sub	صلة	non-nominal-pos:NEG:صلة
90:8:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
90:11:1	فَلَا	root	root	non-nominal-pos:NEG:root
90:12:1	وَمَآ	root	root	non-nominal-pos:INTG:root
90:12:3	مَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
91:2:2	إِذَا	link	متعلق	no-case:متعلق:T
91:3:2	إِذَا	link	متعلق	no-case:متعلق:T
91:4:2	إِذَا	link	متعلق	no-case:متعلق:T
91:9:1	قَدْ	root	root	non-nominal-pos:CERT:root
91:10:1	وَقَدْ	cert	تحقيق	non-nominal-pos:CERT:تحقيق
91:12:1	إِذِ	link	متعلق	no-case:متعلق:T
91:15:1	وَلَا	root	root	non-nominal-pos:NEG:root
92:1:2	إِذَا	link	متعلق	no-case:متعلق:T
92:2:2	إِذَا	link	متعلق	no-case:متعلق:T
92:5:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
92:5:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
92:8:1	وَأَمَّا	root	root	non-nominal-pos:EXL:root
92:8:2	مَنۢ	exl	تفصيل	non-nominal-pos:COND:تفصيل
92:11:1	وَمَا	root	root	non-nominal-pos:NEG:root
92:13:1	وَإِنَّ	conj	معطوف	tabi-non-nominal:ACC:معطوف
92:15:1	لَا	root	root	non-nominal-pos:NEG:root
92:15:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
92:19:1	وَمَا	root	root	non-nominal-pos:NEG:root
92:20:1	إِلَّا	root	root	non-nominal-pos:EXP:root
92:21:1	وَلَسَوْفَ	fut	استقبال	non-nominal-pos:FUT:استقبال
93:2:2	إِذَا	link	متعلق	no-case:متعلق:T
93:3:1	مَا	root	root	non-nominal-pos:NEG:root
93:3:4	وَمَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
93:5:1	وَلَسَوْفَ	fut	استقبال	non-nominal-pos:FUT:استقبال
93:6:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
93:9:1	فَأَمَّا	exl	تفصيل	non-nominal-pos:EXL:تفصيل
93:9:3	فَلَا	root	root	non-nominal-pos:PRO:root
93:10:1	وَأَمَّا	exl	تفصيل	non-nominal-pos:EXL:تفصيل
93:10:3	فَلَا	root	root	non-nominal-pos:PRO:root
93:11:1	وَأَمَّا	exl	تفصيل	non-nominal-pos:EXL:تفصيل
